model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T11:03:23.176442+00:00

Build Times
provider,build_time_s
torchinferno,494.7
vllm,676.2
sglang,279.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.85,139.47,150.36,vllm
ttft_p99_ms,2437.07,230.81,603.77,vllm
tpot_median_ms,46.67,49.60,75.67,torchinferno
tpot_p99_ms,828.69,137.57,180.76,vllm
e2e_median_ms,198.33,178.57,226.00,vllm
e2e_p99_ms,2491.19,287.96,740.82,vllm
throughput_median_tps,5.84,7.88,5.29,vllm
total_output_tokens,1461,1454,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,249.22,210.38,220.36,vllm
ttft_p99_ms,664.81,505.25,70374.86,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.64,231.94,360.23,vllm
e2e_p99_ms,686.21,530.13,70440.41,vllm
throughput_median_tps,3.71,4.31,2.78,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,316.41,155.22,161.24,vllm
ttft_p99_ms,592.22,308.38,281.30,sglang
tpot_median_ms,57.78,58.51,101.51,torchinferno
tpot_p99_ms,361.22,177.35,228.89,vllm
e2e_median_ms,371.91,201.14,253.50,vllm
e2e_p99_ms,640.48,395.79,439.56,vllm
throughput_median_tps,3.59,6.95,5.28,vllm
total_output_tokens,1446,1450,1448,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,437.47,131.26,114.74,sglang
ttft_last_turn_ms,405.66,148.17,188.60,vllm
ttft_growth_ratio,0.93,1.13,1.64,torchinferno
ttft_first_turn_median_ms,440.69,129.55,109.81,sglang
ttft_first_turn_p99_ms,616.46,286.37,192.46,sglang
ttft_last_turn_median_ms,409.73,148.46,180.89,vllm
ttft_last_turn_p99_ms,464.73,279.14,299.84,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,208.23,63.02,78.67,vllm
ttft_p99_ms,430.85,2055.72,553.57,torchinferno
tpot_median_ms,59.11,31.55,52.51,vllm
tpot_p99_ms,103.12,1712.67,519.54,torchinferno
e2e_median_ms,257.50,85.55,138.54,vllm
e2e_p99_ms,494.88,3731.76,596.19,torchinferno
throughput_median_tps,5.41,14.12,9.96,vllm
total_output_tokens,1502,1464,1463,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,317.74,76.45,68.62,sglang
ttft_p99_ms,924.20,210.36,226.22,vllm
tpot_median_ms,22.91,15.04,22.11,vllm
tpot_p99_ms,58.18,19.62,26.02,vllm
e2e_median_ms,1119.76,629.65,844.11,vllm
e2e_p99_ms,2063.32,1010.30,1580.98,vllm
throughput_median_tps,32.48,57.59,42.12,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
sglang,self_consistency,967,194.24,0.00,717.43,1,1.39,1,,
sglang,self_consistency,968,630.74,0.00,644.35,1,1.55,1,,
sglang,self_consistency,969,579.97,0.00,625.11,1,1.60,1,,
sglang,self_consistency,970,178.92,0.00,699.73,1,1.43,1,,
sglang,self_consistency,971,572.52,0.00,613.59,1,1.63,1,,
sglang,self_consistency,972,634.60,0.00,639.09,1,1.56,1,,
sglang,self_consistency,973,624.16,0.00,633.72,1,1.58,1,,
sglang,self_consistency,974,634.10,0.00,669.94,1,1.49,1,,
sglang,self_consistency,975,598.64,0.00,605.65,1,1.65,1,,
sglang,self_consistency,976,564.61,0.00,607.63,1,1.65,1,,
sglang,self_consistency,977,624.57,0.00,627.53,1,1.59,1,,
sglang,self_consistency,978,625.64,0.00,631.02,1,1.58,1,,
sglang,self_consistency,979,604.06,0.00,646.03,1,1.55,1,,
sglang,self_consistency,980,653.64,0.00,711.70,1,1.41,1,,
sglang,self_consistency,981,611.79,0.00,668.95,1,1.49,1,,
sglang,self_consistency,982,646.99,0.00,653.54,1,1.53,1,,
sglang,self_consistency,983,622.17,0.00,628.30,1,1.59,1,,
sglang,self_consistency,984,657.48,0.00,684.98,1,1.46,1,,
sglang,self_consistency,985,680.60,0.00,683.71,1,1.46,1,,
sglang,self_consistency,986,607.31,0.00,617.15,1,1.62,1,,
sglang,self_consistency,987,621.30,0.00,670.00,1,1.49,1,,
sglang,self_consistency,988,651.38,0.00,704.92,1,1.42,1,,
sglang,self_consistency,989,682.12,0.00,708.85,1,1.41,1,,
sglang,self_consistency,990,626.87,0.00,647.36,1,1.54,1,,
sglang,self_consistency,991,633.76,0.00,646.55,1,1.55,1,,
sglang,self_consistency,992,693.98,0.00,696.33,1,1.44,1,,
sglang,self_consistency,993,619.88,0.00,625.02,1,1.60,1,,
sglang,self_consistency,994,658.39,0.00,660.15,1,1.51,1,,
sglang,self_consistency,995,608.86,0.00,621.61,1,1.61,1,,
sglang,self_consistency,996,659.19,0.00,675.44,1,1.48,1,,
sglang,self_consistency,997,713.90,0.00,722.18,1,1.38,1,,
sglang,self_consistency,998,648.05,0.00,666.01,1,1.50,1,,
sglang,self_consistency,999,595.55,0.00,617.50,1,1.62,1,,
sglang,multi_turn,0,87.23,83.34,170.57,2,11.73,1,48,0
sglang,multi_turn,1,137.23,111.08,248.32,2,8.05,1,48,1
sglang,multi_turn,2,113.05,0.00,160.20,1,6.24,1,48,2
sglang,multi_turn,3,183.79,117.72,301.51,2,6.63,1,48,3
sglang,multi_turn,4,203.16,0.00,235.70,1,4.24,1,48,4
sglang,multi_turn,5,116.32,0.00,134.28,1,7.45,1,48,5
sglang,multi_turn,6,140.28,126.17,266.46,2,7.51,1,48,6
sglang,multi_turn,7,150.89,75.97,226.86,2,8.82,1,48,7
sglang,multi_turn,8,108.30,0.00,188.82,1,5.30,1,22,0
sglang,multi_turn,9,165.22,12.81,242.10,7,28.91,0,22,1
sglang,multi_turn,10,113.90,108.35,222.25,2,9.00,1,22,2
sglang,multi_turn,11,151.39,0.00,270.53,1,3.70,1,22,3
sglang,multi_turn,12,186.22,0.00,286.28,1,3.49,1,22,4
sglang,multi_turn,13,194.16,0.00,280.29,1,3.57,1,22,5
sglang,multi_turn,14,223.55,0.00,276.66,1,3.61,1,22,6
sglang,multi_turn,15,170.36,26.28,196.64,2,10.17,1,22,7
sglang,multi_turn,16,120.03,129.64,249.67,2,8.01,1,16,0
sglang,multi_turn,17,121.82,29.65,151.47,2,13.20,1,16,1
sglang,multi_turn,18,146.46,0.00,274.76,1,3.64,1,16,2
sglang,multi_turn,19,167.56,140.33,307.89,2,6.50,1,16,3
sglang,multi_turn,20,148.36,0.00,256.32,1,3.90,1,16,4
sglang,multi_turn,21,168.21,208.97,377.18,2,5.30,1,16,5
sglang,multi_turn,22,140.35,0.00,215.20,1,4.65,1,16,6
sglang,multi_turn,23,166.06,0.00,272.52,1,3.67,1,16,7
sglang,multi_turn,24,100.61,0.00,179.77,1,5.56,1,23,0
sglang,multi_turn,25,187.09,50.54,237.63,2,8.42,1,23,1
sglang,multi_turn,26,165.61,43.25,208.86,2,9.58,1,23,2
sglang,multi_turn,27,202.25,0.00,259.00,1,3.86,1,23,3
sglang,multi_turn,28,228.64,119.62,348.27,2,5.74,1,23,4
sglang,multi_turn,29,169.90,0.00,262.59,1,3.81,1,23,5
sglang,multi_turn,30,215.93,167.44,383.38,2,5.22,1,23,6
sglang,multi_turn,31,137.87,0.00,221.09,1,4.52,1,23,7
sglang,multi_turn,32,104.15,0.00,197.46,1,5.06,1,2,0
sglang,multi_turn,33,176.21,46.86,223.08,2,8.97,1,2,1
sglang,multi_turn,34,180.63,85.58,266.22,2,7.51,1,2,2
sglang,multi_turn,35,141.81,181.66,323.47,2,6.18,1,2,3
sglang,multi_turn,36,146.89,0.00,262.65,1,3.81,1,2,4
sglang,multi_turn,37,192.36,0.00,237.40,1,4.21,1,2,5
sglang,multi_turn,38,233.44,178.84,412.28,2,4.85,0,2,6
sglang,multi_turn,39,157.72,0.00,210.93,1,4.74,1,2,7
sglang,multi_turn,40,95.62,36.85,132.47,2,15.10,1,45,0
sglang,multi_turn,41,170.56,0.00,221.64,1,4.51,1,45,1
sglang,multi_turn,42,196.15,0.00,274.43,1,3.64,1,45,2
sglang,multi_turn,43,165.37,0.00,199.16,1,5.02,1,45,3
sglang,multi_turn,44,219.42,0.00,410.37,1,2.44,1,45,4
sglang,multi_turn,45,166.44,167.98,334.41,2,5.98,1,45,5
sglang,multi_turn,46,141.67,0.00,164.62,1,6.07,1,45,6
sglang,multi_turn,47,250.68,0.00,335.96,1,2.98,1,45,7
sglang,multi_turn,48,100.36,109.93,210.29,2,9.51,1,6,0
sglang,multi_turn,49,156.33,0.00,235.17,1,4.25,1,6,1
sglang,multi_turn,50,169.49,0.00,174.64,1,5.73,1,6,2
sglang,multi_turn,51,200.03,0.00,255.88,1,3.91,1,6,3
sglang,multi_turn,52,197.27,0.00,398.03,1,2.51,1,6,4
sglang,multi_turn,53,181.99,148.81,330.80,2,6.05,1,6,5
sglang,multi_turn,54,161.75,0.00,273.36,1,3.66,1,6,6
sglang,multi_turn,55,170.94,82.92,253.86,2,7.88,1,6,7
sglang,multi_turn,56,100.00,147.13,247.13,2,8.09,1,7,0
sglang,multi_turn,57,126.72,77.53,204.24,2,9.79,1,7,1
sglang,multi_turn,58,151.15,74.45,225.59,2,8.87,1,7,2
sglang,multi_turn,59,175.61,99.11,274.72,2,7.28,1,7,3
sglang,multi_turn,60,151.74,0.00,223.44,1,4.48,1,7,4
sglang,multi_turn,61,250.66,0.00,304.02,1,3.29,1,7,5
sglang,multi_turn,62,293.83,0.00,464.16,1,2.15,1,7,6
sglang,multi_turn,63,167.23,0.00,190.03,1,5.26,1,7,7
sglang,multi_turn,64,115.68,0.00,223.09,1,4.48,1,18,0
sglang,multi_turn,65,142.02,0.00,243.10,1,4.11,1,18,1
sglang,multi_turn,66,116.41,0.00,171.64,1,5.83,1,18,2
sglang,multi_turn,67,208.87,0.00,233.87,1,4.28,1,18,3
sglang,multi_turn,68,212.68,0.00,319.88,1,3.13,1,18,4
sglang,multi_turn,69,220.97,183.25,404.22,2,4.95,1,18,5
sglang,multi_turn,70,155.82,117.11,272.93,2,7.33,0,18,6
sglang,multi_turn,71,191.68,0.00,249.28,1,4.01,1,18,7
sglang,multi_turn,72,97.52,51.69,149.21,2,13.40,1,43,0
sglang,multi_turn,73,121.12,0.00,270.32,1,3.70,1,43,1
sglang,multi_turn,74,125.66,27.78,153.44,2,13.03,1,43,2
sglang,multi_turn,75,225.51,0.00,340.76,1,2.93,1,43,3
sglang,multi_turn,76,174.93,0.00,279.59,1,3.58,1,43,4
sglang,multi_turn,77,152.89,0.00,226.74,1,4.41,1,43,5
sglang,multi_turn,78,231.30,228.89,460.18,2,4.35,1,43,6
sglang,multi_turn,79,144.47,59.80,204.27,2,9.79,1,43,7
sglang,multi_turn,80,86.37,107.04,193.41,2,10.34,1,49,0
sglang,multi_turn,81,117.95,83.27,201.22,2,9.94,1,49,1
sglang,multi_turn,82,140.43,36.79,177.23,2,11.28,1,49,2
sglang,multi_turn,83,156.90,180.00,336.90,2,5.94,1,49,3
sglang,multi_turn,84,101.08,210.20,311.27,2,6.43,1,49,4
sglang,multi_turn,85,136.86,0.00,318.12,1,3.14,1,49,5
sglang,multi_turn,86,137.20,86.59,223.79,2,8.94,1,49,6
sglang,multi_turn,87,215.31,0.00,313.58,1,3.19,1,49,7
sglang,multi_turn,88,108.39,0.00,258.30,1,3.87,1,0,0
sglang,multi_turn,89,132.73,96.91,229.64,2,8.71,1,0,1
sglang,multi_turn,90,229.90,0.00,230.15,1,4.35,1,0,2
sglang,multi_turn,91,114.32,0.00,171.31,1,5.84,1,0,3
sglang,multi_turn,92,233.30,0.00,284.95,1,3.51,1,0,4
sglang,multi_turn,93,263.90,137.05,400.96,2,4.99,1,0,5
sglang,multi_turn,94,160.85,156.62,317.47,2,6.30,1,0,6
sglang,multi_turn,95,186.94,69.46,256.40,2,7.80,1,0,7
sglang,multi_turn,96,89.11,123.71,212.82,2,9.40,1,14,0
sglang,multi_turn,97,190.67,0.00,196.02,1,5.10,1,14,1
sglang,multi_turn,98,177.59,68.43,246.02,2,8.13,1,14,2
sglang,multi_turn,99,190.69,0.00,248.32,1,4.03,1,14,3
sglang,multi_turn,100,227.78,0.00,394.07,1,2.54,1,14,4
sglang,multi_turn,101,148.25,135.79,284.04,2,7.04,1,14,5
sglang,multi_turn,102,144.29,81.57,225.86,2,8.86,1,14,6
sglang,multi_turn,103,224.80,0.00,320.93,1,3.12,1,14,7
sglang,multi_turn,104,81.76,0.00,118.46,1,8.44,1,51,0
sglang,multi_turn,105,177.76,0.00,255.04,1,3.92,1,51,1
sglang,multi_turn,106,151.94,131.07,283.01,2,7.07,1,51,2
sglang,multi_turn,107,130.62,0.00,252.90,1,3.95,1,51,3
sglang,multi_turn,108,133.90,112.04,245.93,2,8.13,1,51,4
sglang,multi_turn,109,200.25,184.13,384.38,2,5.20,1,51,5
sglang,multi_turn,110,151.44,0.00,302.74,1,3.30,1,51,6
sglang,multi_turn,111,137.97,94.79,232.75,2,8.59,1,51,7
sglang,multi_turn,112,105.39,0.00,150.80,1,6.63,1,39,0
sglang,multi_turn,113,173.32,0.00,258.60,1,3.87,1,39,1
sglang,multi_turn,114,152.21,0.00,188.53,1,5.30,1,39,2
sglang,multi_turn,115,181.55,107.57,289.13,2,6.92,1,39,3
sglang,multi_turn,116,210.24,126.37,336.61,2,5.94,1,39,4
sglang,multi_turn,117,125.08,159.36,284.44,2,7.03,1,39,5
sglang,multi_turn,118,179.43,0.00,366.20,1,2.73,1,39,6
sglang,multi_turn,119,158.10,0.00,220.90,1,4.53,1,39,7
sglang,multi_turn,120,87.12,0.00,171.00,1,5.85,1,11,0
sglang,multi_turn,121,183.83,0.00,298.92,1,3.35,1,11,1
sglang,multi_turn,122,120.81,0.00,206.67,1,4.84,1,11,2
sglang,multi_turn,123,177.70,0.00,254.04,1,3.94,1,11,3
sglang,multi_turn,124,195.89,0.00,250.83,1,3.99,1,11,4
sglang,multi_turn,125,211.42,0.00,335.09,1,2.98,1,11,5
sglang,multi_turn,126,239.39,97.53,336.92,2,5.94,1,11,6
sglang,multi_turn,127,241.56,0.00,284.38,1,3.52,1,11,7
sglang,multi_turn,128,84.21,102.62,186.84,2,10.70,1,35,0
sglang,multi_turn,129,95.67,0.00,256.05,1,3.91,1,35,1
sglang,multi_turn,130,153.66,0.00,188.86,1,5.29,1,35,2
sglang,multi_turn,131,192.42,107.47,299.89,2,6.67,1,35,3
sglang,multi_turn,132,136.32,128.59,264.91,2,7.55,1,35,4
sglang,multi_turn,133,161.71,0.00,248.11,1,4.03,1,35,5
sglang,multi_turn,134,213.85,226.26,440.11,2,4.54,1,35,6
sglang,multi_turn,135,175.18,0.00,218.22,1,4.58,1,35,7
sglang,multi_turn,136,95.40,0.00,168.70,1,5.93,1,47,0
sglang,multi_turn,137,164.15,0.00,169.39,1,5.90,1,47,1
sglang,multi_turn,138,168.42,136.51,304.93,2,6.56,1,47,2
sglang,multi_turn,139,122.26,0.00,256.07,1,3.91,1,47,3
sglang,multi_turn,140,185.61,0.00,272.27,1,3.67,1,47,4
sglang,multi_turn,141,198.74,0.00,314.98,1,3.17,1,47,5
sglang,multi_turn,142,157.72,0.00,236.93,1,4.22,1,47,6
sglang,multi_turn,143,291.05,73.19,364.25,2,5.49,0,47,7
sglang,multi_turn,144,70.69,145.44,216.13,2,9.25,1,1,0
sglang,multi_turn,145,166.63,61.65,228.28,2,8.76,1,1,1
sglang,multi_turn,146,167.50,0.00,282.99,1,3.53,1,1,2
sglang,multi_turn,147,137.23,0.00,275.34,1,3.63,1,1,3
sglang,multi_turn,148,79.25,0.00,198.08,1,5.05,1,1,4
sglang,multi_turn,149,235.14,0.00,382.67,1,2.61,1,1,5
sglang,multi_turn,150,155.07,83.88,238.95,2,8.37,1,1,6
sglang,multi_turn,151,231.35,101.92,333.27,2,6.00,1,1,7
sglang,multi_turn,152,112.08,0.00,206.62,1,4.84,1,20,0
sglang,multi_turn,153,194.62,68.08,262.70,2,7.61,1,20,1
sglang,multi_turn,154,111.40,28.70,140.09,2,14.28,1,20,2
sglang,multi_turn,155,198.85,0.00,267.46,1,3.74,1,20,3
sglang,multi_turn,156,210.45,87.88,298.33,2,6.70,1,20,4
sglang,multi_turn,157,230.52,0.00,390.73,1,2.56,1,20,5
sglang,multi_turn,158,172.59,0.00,377.46,1,2.65,1,20,6
sglang,multi_turn,159,141.25,44.39,185.64,2,10.77,1,20,7
sglang,multi_turn,160,101.00,0.00,178.61,1,5.60,1,3,0
sglang,multi_turn,161,187.36,0.00,239.22,1,4.18,1,3,1
sglang,multi_turn,162,209.59,0.00,257.83,1,3.88,1,3,2
sglang,multi_turn,163,195.46,84.32,279.79,2,7.15,1,3,3
sglang,multi_turn,164,188.92,0.00,351.71,1,2.84,1,3,4
sglang,multi_turn,165,151.25,0.00,196.91,1,5.08,1,3,5
sglang,multi_turn,166,276.45,0.00,419.97,1,2.38,1,3,6
sglang,multi_turn,167,157.34,0.00,231.07,1,4.33,1,3,7
sglang,multi_turn,168,110.24,133.53,243.77,2,8.20,1,19,0
sglang,multi_turn,169,124.79,58.83,183.62,2,10.89,1,19,1
sglang,multi_turn,170,161.76,0.00,246.55,1,4.06,1,19,2
sglang,multi_turn,171,177.27,110.40,287.66,2,6.95,1,19,3
sglang,multi_turn,172,160.00,0.00,270.30,1,3.70,1,19,4
sglang,multi_turn,173,198.23,0.00,340.50,1,2.94,1,19,5
sglang,multi_turn,174,178.49,154.68,333.17,2,6.00,1,19,6
sglang,multi_turn,175,150.28,0.00,226.45,1,4.42,1,19,7
sglang,multi_turn,176,82.80,0.00,131.00,1,7.63,1,53,0
sglang,multi_turn,177,170.54,0.00,199.11,1,5.02,1,53,1
sglang,multi_turn,178,134.56,162.88,297.44,2,6.72,1,53,2
sglang,multi_turn,179,163.93,101.51,265.44,2,7.53,1,53,3
sglang,multi_turn,180,143.72,199.01,342.73,2,5.84,1,53,4
sglang,multi_turn,181,154.98,88.02,242.99,2,8.23,1,53,5
sglang,multi_turn,182,180.55,0.00,352.87,1,2.83,1,53,6
sglang,multi_turn,183,140.74,0.00,250.96,1,3.98,1,53,7
sglang,multi_turn,184,93.91,0.00,236.69,1,4.22,1,9,0
sglang,multi_turn,185,129.15,0.00,210.49,1,4.75,1,9,1
sglang,multi_turn,186,144.38,57.50,201.88,2,9.91,1,9,2
sglang,multi_turn,187,173.29,0.00,296.52,1,3.37,1,9,3
sglang,multi_turn,188,186.44,93.87,280.31,2,7.13,1,9,4
sglang,multi_turn,189,165.14,137.65,302.78,2,6.61,1,9,5
sglang,multi_turn,190,230.55,0.00,322.02,1,3.11,1,9,6
sglang,multi_turn,191,219.13,0.00,299.29,1,3.34,1,9,7
sglang,multi_turn,192,121.11,122.81,243.93,2,8.20,1,13,0
sglang,multi_turn,193,113.80,0.00,146.79,1,6.81,1,13,1
sglang,multi_turn,194,194.53,47.63,242.16,2,8.26,1,13,2
sglang,multi_turn,195,180.26,0.00,339.06,1,2.95,1,13,3
sglang,multi_turn,196,167.17,0.00,215.28,1,4.65,1,13,4
sglang,multi_turn,197,250.66,112.85,363.51,2,5.50,1,13,5
sglang,multi_turn,198,197.90,154.80,352.70,2,5.67,1,13,6
sglang,multi_turn,199,190.16,0.00,239.75,1,4.17,1,13,7
sglang,multi_turn,200,89.92,82.35,172.27,2,11.61,1,37,0
sglang,multi_turn,201,162.50,113.99,276.48,2,7.23,1,37,1
sglang,multi_turn,202,118.49,0.00,234.15,1,4.27,1,37,2
sglang,multi_turn,203,134.15,0.00,261.77,1,3.82,1,37,3
sglang,multi_turn,204,160.53,0.00,270.70,1,3.69,1,37,4
sglang,multi_turn,205,201.56,0.00,328.21,1,3.05,1,37,5
sglang,multi_turn,206,183.99,122.83,306.82,2,6.52,1,37,6
sglang,multi_turn,207,208.32,51.45,259.77,2,7.70,1,37,7
sglang,multi_turn,208,78.44,79.57,158.01,2,12.66,1,57,0
sglang,multi_turn,209,124.57,46.90,171.47,2,11.66,1,57,1
sglang,multi_turn,210,160.42,88.14,248.56,2,8.05,1,57,2
sglang,multi_turn,211,139.36,0.00,219.81,1,4.55,1,57,3
sglang,multi_turn,212,239.50,174.02,413.52,2,4.84,1,57,4
sglang,multi_turn,213,168.14,0.00,202.54,1,4.94,1,57,5
sglang,multi_turn,214,238.76,0.00,344.63,1,2.90,1,57,6
sglang,multi_turn,215,242.95,0.00,322.23,1,3.10,1,57,7
sglang,multi_turn,216,88.87,0.00,142.45,1,7.02,1,34,0
sglang,multi_turn,217,288.44,23.19,311.63,2,6.42,1,34,1
sglang,multi_turn,218,109.69,0.00,173.82,1,5.75,1,34,2
sglang,multi_turn,219,190.17,0.00,255.22,1,3.92,1,34,3
sglang,multi_turn,220,180.74,107.47,288.21,2,6.94,1,34,4
sglang,multi_turn,221,207.23,0.00,270.30,1,3.70,1,34,5
sglang,multi_turn,222,279.83,0.00,378.66,1,2.64,1,34,6
sglang,multi_turn,223,180.87,0.00,295.64,1,3.38,1,34,7
sglang,multi_turn,224,109.30,0.00,164.16,1,6.09,1,41,0
sglang,multi_turn,225,156.20,0.00,181.34,1,5.51,1,41,1
sglang,multi_turn,226,165.98,27.25,329.49,7,21.24,0,41,2
sglang,multi_turn,227,126.15,54.62,180.77,2,11.06,1,41,3
sglang,multi_turn,228,199.22,0.00,336.52,1,2.97,1,41,4
sglang,multi_turn,229,211.10,143.43,354.54,2,5.64,1,41,5
sglang,multi_turn,230,161.78,98.28,260.05,2,7.69,1,41,6
sglang,multi_turn,231,188.86,0.00,301.57,1,3.32,1,41,7
sglang,multi_turn,232,98.04,0.00,194.87,1,5.13,1,30,0
sglang,multi_turn,233,127.86,0.00,177.56,1,5.63,1,30,1
sglang,multi_turn,234,160.38,0.00,207.39,1,4.82,1,30,2
sglang,multi_turn,235,239.51,0.00,354.53,1,2.82,1,30,3
sglang,multi_turn,236,171.86,139.69,311.55,2,6.42,1,30,4
sglang,multi_turn,237,172.11,0.00,344.44,1,2.90,1,30,5
sglang,multi_turn,238,144.66,0.00,271.75,1,3.68,1,30,6
sglang,multi_turn,239,209.01,0.00,261.46,1,3.82,1,30,7
sglang,multi_turn,240,86.79,0.00,173.98,1,5.75,1,12,0
sglang,multi_turn,241,180.94,67.78,248.72,2,8.04,1,12,1
sglang,multi_turn,242,132.95,151.31,284.26,2,7.04,1,12,2
sglang,multi_turn,243,107.65,163.46,271.11,2,7.38,1,12,3
sglang,multi_turn,244,151.63,81.23,232.86,2,8.59,1,12,4
sglang,multi_turn,245,206.58,0.00,297.62,1,3.36,1,12,5
sglang,multi_turn,246,259.25,0.00,420.49,1,2.38,1,12,6
sglang,multi_turn,247,142.85,81.89,224.74,2,8.90,1,12,7
sglang,multi_turn,248,95.87,0.00,156.18,1,6.40,1,27,0
sglang,multi_turn,249,175.68,0.00,244.33,1,4.09,1,27,1
sglang,multi_turn,250,135.66,80.47,216.14,2,9.25,1,27,2
sglang,multi_turn,251,178.83,142.48,321.31,2,6.22,1,27,3
sglang,multi_turn,252,177.49,0.00,234.03,1,4.27,1,27,4
sglang,multi_turn,253,248.37,0.00,370.93,1,2.70,1,27,5
sglang,multi_turn,254,195.34,48.84,244.18,2,8.19,1,27,6
sglang,multi_turn,255,195.92,0.00,343.86,1,2.91,1,27,7
sglang,multi_turn,256,74.03,58.93,132.96,2,15.04,1,60,0
sglang,multi_turn,257,145.08,0.00,249.35,1,4.01,1,60,1
sglang,multi_turn,258,124.98,0.00,192.44,1,5.20,1,60,2
sglang,multi_turn,259,205.79,141.11,346.91,2,5.77,1,60,3
sglang,multi_turn,260,140.82,115.56,256.38,2,7.80,1,60,4
sglang,multi_turn,261,195.04,0.00,264.83,1,3.78,1,60,5
sglang,multi_turn,262,235.46,36.45,271.90,2,7.36,1,60,6
sglang,multi_turn,263,296.38,64.33,360.71,2,5.54,1,60,7
sglang,multi_turn,264,77.20,57.89,135.10,2,14.80,1,55,0
sglang,multi_turn,265,169.11,0.00,215.93,1,4.63,1,55,1
sglang,multi_turn,266,187.96,83.15,271.11,2,7.38,1,55,2
sglang,multi_turn,267,174.52,0.00,226.31,1,4.42,1,55,3
sglang,multi_turn,268,230.00,0.00,316.50,1,3.16,1,55,4
sglang,multi_turn,269,157.92,0.00,264.78,1,3.78,1,55,5
sglang,multi_turn,270,273.17,166.39,439.56,2,4.55,1,55,6
sglang,multi_turn,271,169.12,53.23,222.34,2,9.00,1,55,7
sglang,multi_turn,272,90.33,0.00,170.26,1,5.87,1,8,0
sglang,multi_turn,273,208.66,0.00,254.53,1,3.93,1,8,1
sglang,multi_turn,274,143.16,0.00,191.43,1,5.22,1,8,2
sglang,multi_turn,275,211.55,0.00,304.31,1,3.29,1,8,3
sglang,multi_turn,276,184.53,0.00,247.38,1,4.04,1,8,4
sglang,multi_turn,277,231.60,219.32,450.92,2,4.44,1,8,5
sglang,multi_turn,278,146.39,0.00,327.93,1,3.05,1,8,6
sglang,multi_turn,279,122.56,0.00,216.47,1,4.62,1,8,7
sglang,multi_turn,280,111.72,0.00,208.42,1,4.80,1,36,0
sglang,multi_turn,281,150.84,0.00,186.21,1,5.37,1,36,1
sglang,multi_turn,282,172.35,0.00,287.80,1,3.47,1,36,2
sglang,multi_turn,283,142.07,0.00,261.11,1,3.83,1,36,3
sglang,multi_turn,284,118.52,0.00,212.55,1,4.70,1,36,4
sglang,multi_turn,285,251.47,0.00,363.96,1,2.75,1,36,5
sglang,multi_turn,286,201.85,180.46,382.30,2,5.23,1,36,6
sglang,multi_turn,287,155.34,0.00,220.62,1,4.53,1,36,7
sglang,multi_turn,288,63.21,0.00,100.34,1,9.97,1,63,0
sglang,multi_turn,289,129.01,158.12,287.13,2,6.97,1,63,1
sglang,multi_turn,290,127.66,89.52,217.19,2,9.21,1,63,2
sglang,multi_turn,291,121.05,108.06,229.11,2,8.73,1,63,3
sglang,multi_turn,292,179.84,0.00,228.76,1,4.37,1,63,4
sglang,multi_turn,293,239.68,238.12,477.80,2,4.19,1,63,5
sglang,multi_turn,294,126.17,108.45,234.62,2,8.52,1,63,6
sglang,multi_turn,295,176.35,0.00,298.26,1,3.35,1,63,7
sglang,multi_turn,296,95.73,156.44,252.18,2,7.93,1,5,0
sglang,multi_turn,297,121.37,71.63,193.00,2,10.36,1,5,1
sglang,multi_turn,298,163.85,26.37,190.22,2,10.51,1,5,2
sglang,multi_turn,299,222.33,0.00,320.39,1,3.12,1,5,3
sglang,multi_turn,300,188.31,0.00,213.54,1,4.68,1,5,4
sglang,multi_turn,301,230.03,217.79,447.82,2,4.47,1,5,5
sglang,multi_turn,302,152.46,123.84,276.29,2,7.24,1,5,6
sglang,multi_turn,303,187.24,0.00,276.63,1,3.61,1,5,7
sglang,multi_turn,304,89.69,0.00,150.98,1,6.62,1,38,0
sglang,multi_turn,305,125.33,0.00,270.49,1,3.70,1,38,1
sglang,multi_turn,306,140.88,0.00,238.54,1,4.19,1,38,2
sglang,multi_turn,307,115.74,0.00,207.89,1,4.81,1,38,3
sglang,multi_turn,308,220.21,114.13,334.35,2,5.98,1,38,4
