model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T09:03:15.511556+00:00

Build Times
provider,build_time_s
torchinferno,604.7
vllm,642.0
sglang,267.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.83,138.18,157.49,vllm
ttft_p99_ms,2246.94,244.26,644.06,vllm
tpot_median_ms,47.17,45.29,71.54,vllm
tpot_p99_ms,825.06,119.07,170.33,vllm
e2e_median_ms,201.91,174.89,223.86,vllm
e2e_p99_ms,2305.69,289.21,790.75,vllm
throughput_median_tps,5.65,8.17,5.41,vllm
total_output_tokens,1461,1448,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,251.72,198.96,219.34,vllm
ttft_p99_ms,620.15,444.44,70522.33,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.12,224.62,368.49,vllm
e2e_p99_ms,630.80,470.09,70632.99,vllm
throughput_median_tps,3.72,4.45,2.71,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,312.28,165.85,172.38,vllm
ttft_p99_ms,459.78,308.04,627.13,vllm
tpot_median_ms,58.11,53.79,106.75,vllm
tpot_p99_ms,112.25,219.05,561.13,torchinferno
e2e_median_ms,365.59,210.50,276.93,vllm
e2e_p99_ms,499.90,441.86,740.80,vllm
throughput_median_tps,3.87,6.43,4.77,vllm
total_output_tokens,1458,1450,1448,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,286.50,134.82,123.09,sglang
ttft_last_turn_ms,408.07,146.44,210.16,vllm
ttft_growth_ratio,1.42,1.09,1.71,vllm
ttft_first_turn_median_ms,259.52,144.33,116.76,sglang
ttft_first_turn_p99_ms,452.03,245.24,186.49,sglang
ttft_last_turn_median_ms,410.51,149.05,208.39,vllm
ttft_last_turn_p99_ms,471.48,240.36,302.28,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.79,62.15,86.07,vllm
ttft_p99_ms,504.17,4212.28,525.75,torchinferno
tpot_median_ms,56.98,31.34,39.86,vllm
tpot_p99_ms,89.46,130.50,142.72,torchinferno
e2e_median_ms,235.20,85.55,139.16,vllm
e2e_p99_ms,532.17,4318.90,566.77,torchinferno
throughput_median_tps,6.12,14.16,9.82,vllm
total_output_tokens,1470,1471,1482,sglang
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,314.86,76.75,70.41,sglang
ttft_p99_ms,1303.69,193.00,220.42,vllm
tpot_median_ms,23.24,14.81,22.31,vllm
tpot_p99_ms,65.13,18.93,26.96,vllm
e2e_median_ms,1121.29,619.63,833.42,vllm
e2e_p99_ms,2139.53,1008.87,1607.12,vllm
throughput_median_tps,32.19,58.58,41.90,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
sglang,self_consistency,421,262.31,0.00,338.79,1,2.95,1,,
sglang,self_consistency,422,204.16,0.00,368.49,1,2.71,1,,
sglang,self_consistency,423,227.55,0.00,296.53,1,3.37,1,,
sglang,self_consistency,424,218.39,0.00,360.75,1,2.77,1,,
sglang,self_consistency,425,156.93,0.00,328.75,1,3.04,1,,
sglang,self_consistency,426,215.92,0.00,285.30,1,3.51,1,,
sglang,self_consistency,427,200.99,0.00,312.06,1,3.20,1,,
sglang,self_consistency,428,185.58,0.00,268.08,1,3.73,1,,
sglang,self_consistency,429,241.07,0.00,310.01,1,3.23,1,,
sglang,self_consistency,430,264.34,0.00,413.33,1,2.42,1,,
sglang,self_consistency,431,177.59,0.00,249.86,1,4.00,1,,
sglang,self_consistency,432,224.86,0.00,337.92,1,2.96,1,,
sglang,self_consistency,433,256.82,0.00,400.66,1,2.50,1,,
sglang,self_consistency,434,259.00,0.00,355.61,1,2.81,1,,
sglang,self_consistency,435,209.97,0.00,292.64,1,3.42,1,,
sglang,self_consistency,436,274.89,0.00,417.88,1,2.39,1,,
sglang,self_consistency,437,198.33,0.00,288.64,1,3.46,1,,
sglang,self_consistency,438,229.47,0.00,411.78,1,2.43,1,,
sglang,self_consistency,439,199.95,0.00,314.97,1,3.17,1,,
sglang,self_consistency,440,157.58,0.00,278.67,1,3.59,1,,
sglang,self_consistency,441,178.67,0.00,270.55,1,3.70,1,,
sglang,self_consistency,442,273.84,0.00,381.68,1,2.62,1,,
sglang,self_consistency,443,285.45,0.00,391.45,1,2.55,1,,
sglang,self_consistency,444,240.47,0.00,363.28,1,2.75,1,,
sglang,self_consistency,445,185.54,0.00,348.33,1,2.87,1,,
sglang,self_consistency,446,189.89,0.00,421.91,1,2.37,1,,
sglang,self_consistency,447,241.17,0.00,377.47,1,2.65,1,,
sglang,self_consistency,448,194.31,0.00,327.48,1,3.05,1,,
sglang,self_consistency,449,328.60,0.00,452.75,1,2.21,1,,
sglang,self_consistency,450,228.27,0.00,340.83,1,2.93,1,,
sglang,self_consistency,451,268.03,0.00,402.61,1,2.48,1,,
sglang,self_consistency,452,255.61,0.00,454.38,1,2.20,1,,
sglang,self_consistency,453,220.03,0.00,358.44,1,2.79,1,,
sglang,self_consistency,454,212.42,0.00,315.49,1,3.17,1,,
sglang,self_consistency,455,276.06,0.00,399.60,1,2.50,1,,
sglang,self_consistency,456,171.58,0.00,308.40,1,3.24,1,,
sglang,self_consistency,457,147.24,0.00,291.67,1,3.43,1,,
sglang,self_consistency,458,166.12,0.00,306.28,1,3.26,1,,
sglang,self_consistency,459,186.06,0.00,358.82,1,2.79,1,,
sglang,self_consistency,460,244.14,0.00,371.51,1,2.69,1,,
sglang,self_consistency,461,209.45,0.00,348.61,1,2.87,1,,
sglang,self_consistency,462,164.59,0.00,285.68,1,3.50,1,,
sglang,self_consistency,463,232.31,0.00,354.77,1,2.82,1,,
sglang,self_consistency,464,243.98,0.00,393.94,1,2.54,1,,
sglang,self_consistency,465,202.17,0.00,363.52,1,2.75,1,,
sglang,self_consistency,466,317.13,0.00,466.11,1,2.15,1,,
sglang,self_consistency,467,151.35,0.00,335.56,1,2.98,1,,
sglang,self_consistency,468,207.69,0.00,429.20,1,2.33,1,,
sglang,self_consistency,469,273.32,0.00,420.66,1,2.38,1,,
sglang,self_consistency,470,181.38,0.00,367.88,1,2.72,1,,
sglang,self_consistency,471,269.06,0.00,409.23,1,2.44,1,,
sglang,self_consistency,472,264.43,0.00,392.82,1,2.55,1,,
sglang,self_consistency,473,163.00,0.00,315.46,1,3.17,1,,
sglang,self_consistency,474,216.29,0.00,403.67,1,2.48,1,,
sglang,self_consistency,475,152.73,0.00,343.95,1,2.91,1,,
sglang,self_consistency,476,153.01,0.00,352.73,1,2.84,1,,
sglang,self_consistency,477,170.60,0.00,368.57,1,2.71,1,,
sglang,self_consistency,478,285.00,0.00,449.84,1,2.22,1,,
sglang,self_consistency,479,254.65,0.00,416.71,1,2.40,1,,
sglang,self_consistency,480,189.34,0.00,382.98,1,2.61,1,,
sglang,self_consistency,481,164.56,0.00,398.74,1,2.51,1,,
sglang,self_consistency,482,274.14,0.00,476.61,1,2.10,1,,
sglang,self_consistency,483,195.48,0.00,402.74,1,2.48,1,,
sglang,self_consistency,484,288.44,0.00,488.66,1,2.05,1,,
sglang,self_consistency,485,181.23,0.00,318.95,1,3.14,1,,
sglang,self_consistency,486,221.02,0.00,372.78,1,2.68,1,,
sglang,self_consistency,487,257.01,0.00,446.13,1,2.24,1,,
sglang,self_consistency,488,179.45,0.00,319.34,1,3.13,1,,
sglang,self_consistency,489,194.44,0.00,340.06,1,2.94,1,,
sglang,self_consistency,490,260.76,0.00,478.13,1,2.09,1,,
sglang,self_consistency,491,290.70,0.00,448.86,1,2.23,1,,
sglang,self_consistency,492,230.29,0.00,407.17,1,2.46,1,,
sglang,self_consistency,493,250.16,0.00,496.92,1,2.01,1,,
sglang,self_consistency,494,191.10,0.00,438.11,1,2.28,1,,
sglang,self_consistency,495,182.51,0.00,375.19,1,2.67,1,,
sglang,self_consistency,496,215.76,0.00,406.68,1,2.46,1,,
sglang,self_consistency,497,169.48,0.00,388.91,1,2.57,1,,
sglang,self_consistency,498,220.01,0.00,371.07,1,2.69,1,,
sglang,self_consistency,499,197.12,0.00,405.20,1,2.47,1,,
sglang,self_consistency,500,231.40,0.00,453.50,1,2.21,1,,
sglang,self_consistency,501,239.23,0.00,503.26,1,1.99,1,,
sglang,self_consistency,502,287.39,0.00,494.68,1,2.02,1,,
sglang,self_consistency,503,280.18,0.00,462.91,1,2.16,1,,
sglang,self_consistency,504,226.50,0.00,455.61,1,2.19,1,,
sglang,self_consistency,505,181.49,0.00,359.55,1,2.78,1,,
sglang,self_consistency,506,156.27,0.00,399.40,1,2.50,1,,
sglang,self_consistency,507,195.73,0.00,370.40,1,2.70,1,,
sglang,self_consistency,508,264.29,0.00,444.98,1,2.25,1,,
sglang,self_consistency,509,276.03,0.00,461.29,1,2.17,1,,
sglang,self_consistency,510,313.84,0.00,507.72,1,1.97,1,,
sglang,self_consistency,511,285.15,0.00,513.63,1,1.95,1,,
sglang,self_consistency,512,237.24,0.00,474.60,1,2.11,1,,
sglang,self_consistency,513,163.82,0.00,277.85,1,3.60,1,,
sglang,self_consistency,514,195.20,0.00,306.89,1,3.26,1,,
sglang,self_consistency,515,195.09,0.00,311.50,1,3.21,1,,
sglang,self_consistency,516,220.91,0.00,344.89,1,2.90,1,,
sglang,self_consistency,517,168.20,0.00,291.41,1,3.43,1,,
sglang,self_consistency,518,173.05,0.00,296.72,1,3.37,1,,
sglang,self_consistency,519,233.32,0.00,356.83,1,2.80,1,,
sglang,self_consistency,520,252.90,0.00,341.41,1,2.93,1,,
sglang,self_consistency,521,148.16,0.00,278.02,1,3.60,1,,
sglang,self_consistency,522,257.52,0.00,360.93,1,2.77,1,,
sglang,self_consistency,523,186.40,0.00,293.53,1,3.41,1,,
sglang,self_consistency,524,226.88,0.00,357.43,1,2.80,1,,
sglang,self_consistency,525,218.41,0.00,352.30,1,2.84,1,,
sglang,self_consistency,526,195.24,0.00,301.69,1,3.31,1,,
sglang,self_consistency,527,162.66,0.00,244.74,1,4.09,1,,
sglang,self_consistency,528,219.24,0.00,253.24,1,3.95,1,,
sglang,self_consistency,529,234.99,0.00,342.47,1,2.92,1,,
sglang,self_consistency,530,172.80,0.00,290.92,1,3.44,1,,
sglang,self_consistency,531,222.23,0.00,364.78,1,2.74,1,,
sglang,self_consistency,532,155.97,0.00,338.71,1,2.95,1,,
sglang,self_consistency,533,189.35,0.00,224.40,1,4.46,1,,
sglang,self_consistency,534,159.91,0.00,345.89,1,2.89,1,,
sglang,self_consistency,535,156.35,0.00,310.48,1,3.22,1,,
sglang,self_consistency,536,189.00,0.00,287.64,1,3.48,1,,
sglang,self_consistency,537,180.03,0.00,231.36,1,4.32,1,,
sglang,self_consistency,538,220.57,0.00,332.40,1,3.01,1,,
sglang,self_consistency,539,160.99,0.00,313.19,1,3.19,1,,
sglang,self_consistency,540,228.82,0.00,325.44,1,3.07,1,,
sglang,self_consistency,541,265.22,0.00,331.64,1,3.02,1,,
sglang,self_consistency,542,211.64,0.00,335.94,1,2.98,1,,
sglang,self_consistency,543,123.68,0.00,277.68,1,3.60,1,,
sglang,self_consistency,544,165.59,0.00,327.42,1,3.05,1,,
sglang,self_consistency,545,193.53,0.00,253.79,1,3.94,1,,
sglang,self_consistency,546,253.68,0.00,297.99,1,3.36,1,,
sglang,self_consistency,547,184.17,0.00,294.52,1,3.40,1,,
sglang,self_consistency,548,145.19,0.00,280.60,1,3.56,1,,
sglang,self_consistency,549,227.46,0.00,342.29,1,2.92,1,,
sglang,self_consistency,550,192.54,0.00,258.42,1,3.87,1,,
sglang,self_consistency,551,232.13,0.00,297.29,1,3.36,1,,
sglang,self_consistency,552,227.90,0.00,302.15,1,3.31,1,,
sglang,self_consistency,553,170.12,0.00,389.75,1,2.57,1,,
sglang,self_consistency,554,295.94,0.00,374.55,1,2.67,1,,
sglang,self_consistency,555,217.37,0.00,351.59,1,2.84,1,,
sglang,self_consistency,556,196.16,0.00,261.86,1,3.82,1,,
sglang,self_consistency,557,216.48,0.00,304.89,1,3.28,1,,
sglang,self_consistency,558,245.90,0.00,317.61,1,3.15,1,,
sglang,self_consistency,559,278.15,0.00,391.63,1,2.55,1,,
sglang,self_consistency,560,208.47,0.00,361.69,1,2.76,1,,
sglang,self_consistency,561,222.29,0.00,311.78,1,3.21,1,,
sglang,self_consistency,562,223.31,0.00,373.30,1,2.68,1,,
sglang,self_consistency,563,171.12,0.00,259.51,1,3.85,1,,
sglang,self_consistency,564,240.63,0.00,392.36,1,2.55,1,,
sglang,self_consistency,565,204.43,0.00,350.26,1,2.86,1,,
sglang,self_consistency,566,171.98,0.00,310.41,1,3.22,1,,
sglang,self_consistency,567,239.01,0.00,315.68,1,3.17,1,,
sglang,self_consistency,568,210.27,0.00,306.12,1,3.27,1,,
sglang,self_consistency,569,188.87,0.00,338.10,1,2.96,1,,
sglang,self_consistency,570,238.01,0.00,402.96,1,2.48,1,,
sglang,self_consistency,571,215.03,0.00,352.03,1,2.84,1,,
sglang,self_consistency,572,185.67,0.00,383.54,1,2.61,1,,
sglang,self_consistency,573,241.77,0.00,432.91,1,2.31,1,,
sglang,self_consistency,574,204.10,0.00,310.58,1,3.22,1,,
sglang,self_consistency,575,223.19,0.00,353.78,1,2.83,1,,
sglang,self_consistency,576,225.55,0.00,363.60,1,2.75,1,,
sglang,self_consistency,577,165.84,0.00,270.05,1,3.70,1,,
sglang,self_consistency,578,285.21,0.00,399.42,1,2.50,1,,
sglang,self_consistency,579,230.00,0.00,310.91,1,3.22,1,,
sglang,self_consistency,580,151.35,0.00,290.46,1,3.44,1,,
sglang,self_consistency,581,208.43,0.00,315.70,1,3.17,1,,
sglang,self_consistency,582,184.09,0.00,303.59,1,3.29,1,,
sglang,self_consistency,583,260.08,0.00,330.18,1,3.03,1,,
sglang,self_consistency,584,241.21,0.00,415.31,1,2.41,1,,
sglang,self_consistency,585,305.15,0.00,447.48,1,2.23,1,,
sglang,self_consistency,586,240.06,0.00,391.96,1,2.55,1,,
sglang,self_consistency,587,265.16,0.00,443.73,1,2.25,1,,
sglang,self_consistency,588,279.86,0.00,391.57,1,2.55,1,,
sglang,self_consistency,589,184.42,0.00,367.30,1,2.72,1,,
sglang,self_consistency,590,266.22,0.00,417.24,1,2.40,1,,
sglang,self_consistency,591,171.41,0.00,277.23,1,3.61,1,,
sglang,self_consistency,592,193.16,0.00,402.98,1,2.48,1,,
sglang,self_consistency,593,240.03,0.00,401.04,1,2.49,1,,
sglang,self_consistency,594,235.97,0.00,413.62,1,2.42,1,,
sglang,self_consistency,595,213.60,0.00,372.06,1,2.69,1,,
sglang,self_consistency,596,222.44,0.00,435.47,1,2.30,1,,
sglang,self_consistency,597,238.93,0.00,353.75,1,2.83,1,,
sglang,self_consistency,598,249.00,0.00,415.92,1,2.40,1,,
sglang,self_consistency,599,208.73,0.00,393.14,1,2.54,1,,
sglang,self_consistency,600,208.00,0.00,373.79,1,2.68,1,,
sglang,self_consistency,601,185.76,0.00,307.97,1,3.25,1,,
sglang,self_consistency,602,221.92,0.00,415.71,1,2.41,1,,
sglang,self_consistency,603,212.30,0.00,375.84,1,2.66,1,,
sglang,self_consistency,604,217.91,0.00,328.02,1,3.05,1,,
sglang,self_consistency,605,225.12,0.00,350.25,1,2.86,1,,
sglang,self_consistency,606,213.17,0.00,439.75,1,2.27,1,,
sglang,self_consistency,607,197.08,0.00,333.69,1,3.00,1,,
sglang,self_consistency,608,134.17,0.00,335.77,1,2.98,1,,
sglang,self_consistency,609,118.70,0.00,353.04,1,2.83,1,,
sglang,self_consistency,610,188.93,0.00,324.11,1,3.09,1,,
sglang,self_consistency,611,233.73,0.00,376.75,1,2.65,1,,
sglang,self_consistency,612,176.50,0.00,311.79,1,3.21,1,,
sglang,self_consistency,613,203.38,0.00,341.54,1,2.93,1,,
sglang,self_consistency,614,265.29,0.00,448.11,1,2.23,1,,
sglang,self_consistency,615,153.29,0.00,352.71,1,2.84,1,,
sglang,self_consistency,616,206.50,0.00,409.63,1,2.44,1,,
sglang,self_consistency,617,207.28,0.00,363.12,1,2.75,1,,
sglang,self_consistency,618,215.96,0.00,370.97,1,2.70,1,,
sglang,self_consistency,619,250.26,0.00,404.90,1,2.47,1,,
sglang,self_consistency,620,337.15,0.00,477.91,1,2.09,1,,
sglang,self_consistency,621,295.43,0.00,478.08,1,2.09,1,,
sglang,self_consistency,622,145.21,0.00,342.07,1,2.92,1,,
sglang,self_consistency,623,229.78,0.00,391.65,1,2.55,1,,
sglang,self_consistency,624,161.86,0.00,355.05,1,2.82,1,,
sglang,self_consistency,625,241.02,0.00,397.74,1,2.51,1,,
sglang,self_consistency,626,193.95,0.00,384.32,1,2.60,1,,
sglang,self_consistency,627,163.39,0.00,323.04,1,3.10,1,,
sglang,self_consistency,628,242.60,0.00,497.71,1,2.01,1,,
sglang,self_consistency,629,232.32,0.00,408.08,1,2.45,1,,
sglang,self_consistency,630,285.49,0.00,487.76,1,2.05,1,,
sglang,self_consistency,631,204.46,0.00,420.32,1,2.38,1,,
sglang,self_consistency,632,192.36,0.00,407.95,1,2.45,1,,
sglang,self_consistency,633,183.34,0.00,393.34,1,2.54,1,,
sglang,self_consistency,634,199.67,0.00,417.69,1,2.39,1,,
sglang,self_consistency,635,244.83,0.00,460.37,1,2.17,1,,
sglang,self_consistency,636,211.41,0.00,382.56,1,2.61,1,,
sglang,self_consistency,637,310.16,0.00,500.86,1,2.00,1,,
sglang,self_consistency,638,299.23,0.00,482.71,1,2.07,1,,
sglang,self_consistency,639,240.13,0.00,435.78,1,2.29,1,,
sglang,self_consistency,640,266.60,0.00,491.68,1,2.03,1,,
sglang,self_consistency,641,234.68,0.00,361.80,1,2.76,1,,
sglang,self_consistency,642,178.40,0.00,341.39,1,2.93,1,,
sglang,self_consistency,643,117.84,0.00,284.71,1,3.51,1,,
sglang,self_consistency,644,189.91,0.00,292.73,1,3.42,1,,
sglang,self_consistency,645,135.94,0.00,304.68,1,3.28,1,,
sglang,self_consistency,646,168.03,0.00,308.85,1,3.24,1,,
sglang,self_consistency,647,169.11,0.00,341.10,1,2.93,1,,
sglang,self_consistency,648,137.38,0.00,284.61,1,3.51,1,,
sglang,self_consistency,649,209.43,0.00,321.94,1,3.11,1,,
sglang,self_consistency,650,195.32,0.00,296.65,1,3.37,1,,
sglang,self_consistency,651,132.80,0.00,278.31,1,3.59,1,,
sglang,self_consistency,652,218.37,0.00,364.04,1,2.75,1,,
sglang,self_consistency,653,220.95,0.00,372.99,1,2.68,1,,
sglang,self_consistency,654,218.31,0.00,338.55,1,2.95,1,,
sglang,self_consistency,655,142.91,0.00,291.54,1,3.43,1,,
sglang,self_consistency,656,220.06,0.00,373.73,1,2.68,1,,
sglang,self_consistency,657,180.62,0.00,264.46,1,3.78,1,,
sglang,self_consistency,658,226.30,0.00,353.78,1,2.83,1,,
sglang,self_consistency,659,165.76,0.00,244.66,1,4.09,1,,
sglang,self_consistency,660,240.87,0.00,362.34,1,2.76,1,,
sglang,self_consistency,661,191.01,0.00,381.35,1,2.62,1,,
sglang,self_consistency,662,189.21,0.00,321.23,1,3.11,1,,
sglang,self_consistency,663,224.06,0.00,341.32,1,2.93,1,,
sglang,self_consistency,664,271.92,0.00,403.57,1,2.48,1,,
sglang,self_consistency,665,199.67,0.00,318.50,1,3.14,1,,
sglang,self_consistency,666,204.35,0.00,410.26,1,2.44,1,,
sglang,self_consistency,667,239.12,0.00,297.84,1,3.36,1,,
sglang,self_consistency,668,247.84,0.00,379.86,1,2.63,1,,
sglang,self_consistency,669,234.80,0.00,371.32,1,2.69,1,,
sglang,self_consistency,670,166.46,0.00,306.67,1,3.26,1,,
sglang,self_consistency,671,176.15,0.00,348.51,1,2.87,1,,
sglang,self_consistency,672,194.53,0.00,252.26,1,3.96,1,,
sglang,self_consistency,673,316.54,0.00,416.86,1,2.40,1,,
sglang,self_consistency,674,338.34,0.00,406.56,1,2.46,1,,
sglang,self_consistency,675,291.95,0.00,365.43,1,2.74,1,,
sglang,self_consistency,676,153.88,0.00,327.26,1,3.06,1,,
sglang,self_consistency,677,164.13,0.00,375.78,1,2.66,1,,
sglang,self_consistency,678,218.12,0.00,296.54,1,3.37,1,,
sglang,self_consistency,679,165.08,0.00,344.44,1,2.90,1,,
sglang,self_consistency,680,142.82,0.00,328.20,1,3.05,1,,
sglang,self_consistency,681,164.34,0.00,274.27,1,3.65,1,,
sglang,self_consistency,682,212.97,0.00,287.30,1,3.48,1,,
sglang,self_consistency,683,243.68,0.00,372.98,1,2.68,1,,
sglang,self_consistency,684,211.03,0.00,291.16,1,3.43,1,,
sglang,self_consistency,685,281.87,0.00,428.27,1,2.33,1,,
sglang,self_consistency,686,152.58,0.00,313.71,1,3.19,1,,
sglang,self_consistency,687,189.38,0.00,275.31,1,3.63,1,,
sglang,self_consistency,688,148.03,0.00,300.18,1,3.33,1,,
sglang,self_consistency,689,309.50,0.00,387.31,1,2.58,1,,
sglang,self_consistency,690,217.38,0.00,300.58,1,3.33,1,,
sglang,self_consistency,691,248.99,0.00,342.35,1,2.92,1,,
sglang,self_consistency,692,289.66,0.00,445.47,1,2.24,1,,
sglang,self_consistency,693,305.76,0.00,387.56,1,2.58,1,,
sglang,self_consistency,694,214.56,0.00,412.73,1,2.42,1,,
sglang,self_consistency,695,193.65,0.00,313.61,1,3.19,1,,
sglang,self_consistency,696,244.80,0.00,367.16,1,2.72,1,,
sglang,self_consistency,697,294.62,0.00,428.89,1,2.33,1,,
sglang,self_consistency,698,187.62,0.00,386.46,1,2.59,1,,
sglang,self_consistency,699,281.35,0.00,372.57,1,2.68,1,,
sglang,self_consistency,700,256.12,0.00,400.21,1,2.50,1,,
sglang,self_consistency,701,153.89,0.00,395.79,1,2.53,1,,
sglang,self_consistency,702,246.30,0.00,346.24,1,2.89,1,,
sglang,self_consistency,703,159.43,0.00,304.42,1,3.28,1,,
sglang,self_consistency,704,221.82,0.00,371.91,1,2.69,1,,
sglang,self_consistency,705,221.88,0.00,328.60,1,3.04,1,,
sglang,self_consistency,706,182.28,0.00,367.44,1,2.72,1,,
sglang,self_consistency,707,243.05,0.00,425.11,1,2.35,1,,
sglang,self_consistency,708,201.98,0.00,355.68,1,2.81,1,,
sglang,self_consistency,709,170.82,0.00,391.60,1,2.55,1,,
sglang,self_consistency,710,237.92,0.00,354.17,1,2.82,1,,
sglang,self_consistency,711,122.04,0.00,307.96,1,3.25,1,,
sglang,self_consistency,712,130.10,0.00,352.06,1,2.84,1,,
sglang,self_consistency,713,144.18,0.00,329.24,1,3.04,1,,
sglang,self_consistency,714,167.02,0.00,337.76,1,2.96,1,,
sglang,self_consistency,715,161.96,0.00,465.14,1,2.15,1,,
sglang,self_consistency,716,201.60,0.00,355.97,1,2.81,1,,
sglang,self_consistency,717,193.01,0.00,311.68,1,3.21,1,,
sglang,self_consistency,718,268.12,0.00,431.93,1,2.32,1,,
sglang,self_consistency,719,272.92,0.00,450.20,1,2.22,1,,
sglang,self_consistency,720,190.70,0.00,378.00,1,2.65,1,,
sglang,self_consistency,721,257.36,0.00,438.27,1,2.28,1,,
sglang,self_consistency,722,214.63,0.00,382.86,1,2.61,1,,
sglang,self_consistency,723,243.17,0.00,422.07,1,2.37,1,,
sglang,self_consistency,724,223.52,0.00,465.01,1,2.15,1,,
sglang,self_consistency,725,213.42,0.00,410.43,1,2.44,1,,
sglang,self_consistency,726,267.53,0.00,469.06,1,2.13,1,,
sglang,self_consistency,727,192.57,0.00,374.08,1,2.67,1,,
sglang,self_consistency,728,193.41,0.00,406.40,1,2.46,1,,
sglang,self_consistency,729,180.73,0.00,317.98,1,3.14,1,,
sglang,self_consistency,730,202.17,0.00,383.04,1,2.61,1,,
sglang,self_consistency,731,262.62,0.00,400.55,1,2.50,1,,
sglang,self_consistency,732,233.53,0.00,444.49,1,2.25,1,,
sglang,self_consistency,733,246.89,0.00,420.40,1,2.38,1,,
sglang,self_consistency,734,184.79,0.00,379.54,1,2.63,1,,
sglang,self_consistency,735,270.32,0.00,419.86,1,2.38,1,,
sglang,self_consistency,736,230.23,0.00,375.51,1,2.66,1,,
sglang,self_consistency,737,215.97,0.00,411.32,1,2.43,1,,
sglang,self_consistency,738,195.36,0.00,333.27,1,3.00,1,,
sglang,self_consistency,739,295.71,0.00,435.52,1,2.30,1,,
sglang,self_consistency,740,188.15,0.00,329.51,1,3.03,1,,
sglang,self_consistency,741,150.03,0.00,363.21,1,2.75,1,,
sglang,self_consistency,742,206.54,0.00,402.76,1,2.48,1,,
sglang,self_consistency,743,210.98,0.00,468.47,1,2.13,1,,
sglang,self_consistency,744,252.88,0.00,436.32,1,2.29,1,,
sglang,self_consistency,745,162.09,0.00,354.74,1,2.82,1,,
sglang,self_consistency,746,275.79,0.00,477.43,1,2.09,1,,
sglang,self_consistency,747,161.98,0.00,360.51,1,2.77,1,,
sglang,self_consistency,748,205.25,0.00,367.31,1,2.72,1,,
sglang,self_consistency,749,159.91,0.00,386.44,1,2.59,1,,
sglang,self_consistency,750,166.62,0.00,365.81,1,2.73,1,,
sglang,self_consistency,751,257.21,0.00,461.37,1,2.17,1,,
sglang,self_consistency,752,340.25,0.00,505.87,1,1.98,1,,
sglang,self_consistency,753,277.06,0.00,430.39,1,2.32,1,,
sglang,self_consistency,754,191.32,0.00,430.78,1,2.32,1,,
sglang,self_consistency,755,193.33,0.00,386.46,1,2.59,1,,
sglang,self_consistency,756,206.28,0.00,402.36,1,2.49,1,,
sglang,self_consistency,757,210.32,0.00,439.64,1,2.27,1,,
sglang,self_consistency,758,195.74,0.00,396.93,1,2.52,1,,
sglang,self_consistency,759,200.52,0.00,423.62,1,2.36,1,,
sglang,self_consistency,760,274.56,0.00,487.82,1,2.05,1,,
sglang,self_consistency,761,216.78,0.00,423.41,1,2.36,1,,
sglang,self_consistency,762,271.87,0.00,494.26,1,2.02,1,,
sglang,self_consistency,763,255.96,0.00,500.79,1,2.00,1,,
sglang,self_consistency,764,258.40,0.00,484.20,1,2.07,1,,
sglang,self_consistency,765,157.60,0.00,408.31,1,2.45,1,,
sglang,self_consistency,766,211.67,0.00,441.10,1,2.27,1,,
sglang,self_consistency,767,258.78,0.00,473.99,1,2.11,1,,
sglang,self_consistency,768,168.64,0.00,420.76,1,2.38,1,,
sglang,self_consistency,769,138.38,0.00,307.94,1,3.25,1,,
sglang,self_consistency,770,207.36,0.00,322.11,1,3.10,1,,
sglang,self_consistency,771,212.33,0.00,320.71,1,3.12,1,,
sglang,self_consistency,772,246.32,0.00,362.34,1,2.76,1,,
sglang,self_consistency,773,139.54,0.00,253.77,1,3.94,1,,
sglang,self_consistency,774,166.23,0.00,321.81,1,3.11,1,,
sglang,self_consistency,775,191.22,0.00,274.65,1,3.64,1,,
sglang,self_consistency,776,181.14,0.00,262.89,1,3.80,1,,
sglang,self_consistency,777,226.18,0.00,341.88,1,2.93,1,,
sglang,self_consistency,778,236.08,0.00,295.63,1,3.38,1,,
sglang,self_consistency,779,236.15,0.00,370.77,1,2.70,1,,
sglang,self_consistency,780,294.04,0.00,369.61,1,2.71,1,,
sglang,self_consistency,781,199.18,0.00,231.75,1,4.31,1,,
